INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202200001007262","07/05/2022","2022","15:02","Tuesday","223 Beat","6XX East Bell Road","Phoenix","AZ","85032","Black Mountain Precinct","35919","Male","47","40s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202200001004455","07/05/2022","2022","01:30","Tuesday","513 Beat","Not Available","Phoenix","AZ","85006","Central City Precinct","36144","Male","34","30s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202200000832069","07/05/2022","2022","12:45","Tuesday","422 Beat","4XXX South Central Avenue","Phoenix","AZ","85040","South Mountain Precinct","35866","Male","35","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36356","Female","40","40s","White","Non-Hispanic","White","None","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36350","Female","38","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36352","Female","30","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36354","Male","35","30s","White","Non-Hispanic","White","None","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36353","Male","66","60s","White","Non-Hispanic","White","None","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36355","Female","2","<20","White","Non-Hispanic","White","None","1"
"202200000524152","07/06/2022","2022","14:37","Wednesday","825 Beat","2XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","35932","Male","Not Available","Not Available","White","Non-Hispanic","White","None","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36349","Male","53","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202200000994741","07/06/2022","2022","12:37","Wednesday","831 Beat","1XXXX West Kingman Street","Phoenix","AZ","85353","Maryvale/Estrella Precinct","36048","Male","30","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001009780","07/06/2022","2022","01:00","Wednesday","623 Beat","9XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36677","Male","33","30s","White","Hispanic","Hispanic","None","1"
"202200001009780","07/06/2022","2022","01:00","Wednesday","623 Beat","9XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36678","Female","18","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001010467","07/06/2022","2022","06:56","Wednesday","812 Beat","8XXX West Cambridge Avenue","Phoenix","AZ","85037","Maryvale/Estrella Precinct","35926","Male","42","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001009780","07/06/2022","2022","01:00","Wednesday","623 Beat","9XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36120","Female","31","30s","White","Hispanic","Hispanic","None","1"
"202200001007961","07/06/2022","2022","04:55","Wednesday","Out of City Beat","7XXX East Irwin Avenue","Mesa","AZ","85209","Out of City","36351","Female","33","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001009780","07/06/2022","2022","01:00","Wednesday","623 Beat","9XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","30284","Male","32","30s","White","Non-Hispanic","White","None","1"
"202200001012712","07/06/2022","2022","15:42","Wednesday","813 Beat","8XXX West Mackenzie Drive","Phoenix","AZ","85033","Maryvale/Estrella Precinct","36018","Male","30","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001020021","07/07/2022","2022","23:34","Thursday","621 Beat","1XXXX North 19th Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","36115","Male","16","<20","White","Hispanic","Hispanic","None","1"
"202200001019622","07/07/2022","2022","21:07","Thursday","821 Beat","Not Available","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36045","Male","30","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001005134","07/07/2022","2022","06:42","Thursday","424 Beat","8XXX South 7th Street","Phoenix","AZ","85040","South Mountain Precinct","35968","Female","60","60s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200000406113","07/07/2022","2022","00:19","Thursday","825 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","21236","Male","34","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200000406113","07/07/2022","2022","00:19","Thursday","825 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","36137","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001017493","07/07/2022","2022","15:57","Thursday","Out of City Beat","1XXXX West Glendale Avenue","Glendale","AZ","85307","Out of City","35960","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001015498","07/07/2022","2022","06:30","Thursday","733 Beat","1XXX East Turney Avenue","Phoenix","AZ","85014","Mountain View Precinct","36060","Male","41","40s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Misdemeanor","1"
"202200001015798","07/07/2022","2022","07:09","Thursday","825 Beat","1XXX North Black Canyon Highway","Phoenix","AZ","85009","Maryvale/Estrella Precinct","35633","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001015197","07/07/2022","2022","01:33","Thursday","814 Beat","3XXX North 75th Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","34822","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001019622","07/07/2022","2022","21:07","Thursday","821 Beat","Not Available","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36042","Male","16","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001015197","07/07/2022","2022","01:33","Thursday","814 Beat","3XXX North 75th Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","36755","Male","28","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001019622","07/07/2022","2022","21:07","Thursday","821 Beat","Not Available","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36041","Male","20","20s","Black","Unknown","Black or African American","Criminal Felony","1"
"202200001016076","07/07/2022","2022","08:30","Thursday","735 Beat","3XX East Thomas Road","Phoenix","AZ","85012","Mountain View Precinct","35949","Male","42","40s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202200001017493","07/07/2022","2022","14:25","Thursday","Maricopa","8XXX North 61st Drive","Glendale","AZ","85302","Out of City","36219","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001015470","07/07/2022","2022","04:17","Thursday","814 Beat","3XXX North 69th Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","36754","Male","44","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001020021","07/07/2022","2022","23:34","Thursday","621 Beat","1XXXX North 19th Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","36113","Female","47","40s","White","Non-Hispanic","White","None","1"
"202200001015470","07/07/2022","2022","04:17","Thursday","814 Beat","3XXX North 69th Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","35096","Female","43","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001023145","07/08/2022","2022","15:18","Friday","611 Beat","5XXX North 24th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36325","Male","29","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200000917538","07/08/2022","2022","10:40","Friday","514 Beat","Not Available","Phoenix","AZ","85009","Central City Precinct","32549","Male","37","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001020105","07/08/2022","2022","01:16","Friday","221 Beat","Not Available","Not Available","Not Available","Not Available","Black Mountain Precinct","35950","Female","25","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001025433","07/08/2022","2022","23:55","Friday","832 Beat","Not Available","Phoenix","AZ","85043","Maryvale/Estrella Precinct","36266","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200000909561","07/08/2022","2022","12:46","Friday","726 Beat","Not Available","Not Available","Not Available","Not Available","Mountain View Precinct","36099","Male","27","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001016578","07/08/2022","2022","01:02","Friday","722 Beat","Not Available","Phoenix","AZ","85008","Mountain View Precinct","36100","Female","39","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001022128","07/08/2022","2022","11:28","Friday","823 Beat","4XXX North 49th Drive","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36527","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001025412","07/08/2022","2022","23:37","Friday","923 Beat","2XXX West Griswold Road","Phoenix","AZ","85051","Cactus Park Precinct","35970","Male","30","30s","White","Hispanic","Hispanic","None","1"
"202200001016578","07/08/2022","2022","01:02","Friday","722 Beat","Not Available","Phoenix","AZ","85008","Mountain View Precinct","36101","Male","43","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001023974","07/08/2022","2022","17:36","Friday","815 Beat","2XXX North 68th Drive","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36022","Male","20","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001021163","07/08/2022","2022","07:53","Friday","825 Beat","Not Available","Phoenix","AZ","85009","Maryvale/Estrella Precinct","36512","Male","32","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001020105","07/08/2022","2022","01:16","Friday","221 Beat","Not Available","Not Available","Not Available","Not Available","Black Mountain Precinct","23484","Male","32","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001026369","07/09/2022","2022","06:23","Saturday","833 Beat","5XXX West Maldonado Road","Phoenix","AZ","85339","Maryvale/Estrella Precinct","36058","Male","18","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001025494","07/09/2022","2022","00:03","Saturday","812 Beat","Not Available","Phoenix","Not Available","Not Available","Maryvale/Estrella Precinct","36202","Male","15","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001025494","07/09/2022","2022","00:03","Saturday","812 Beat","Not Available","Phoenix","Not Available","Not Available","Maryvale/Estrella Precinct","36203","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001027279","07/09/2022","2022","10:59","Saturday","425 Beat","1XXX East Fremont Road","Phoenix","AZ","85042","South Mountain Precinct","36138","Male","50","50s","Black","Unknown","Black or African American","None","1"
"202200001025494","07/09/2022","2022","00:03","Saturday","812 Beat","Not Available","Phoenix","Not Available","Not Available","Maryvale/Estrella Precinct","36201","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001035031","07/10/2022","2022","20:50","Sunday","834 Beat","Not Available","Laveen","AZ","85339","Maryvale/Estrella Precinct","36146","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202200001034714","07/10/2022","2022","19:16","Sunday","414 Beat","1XXX West Baseline Road","Phoenix","AZ","85041","South Mountain Precinct","36619","Male","48","40s","White","Hispanic","Hispanic","None","1"
"202200001034064","07/10/2022","2022","16:48","Sunday","634 Beat","1XXXX North 36th Street","Phoenix","AZ","85032","Desert Horizon Precinct","31331","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001032607","07/10/2022","2022","11:12","Sunday","413 Beat","Not Available","Not Available","Not Available","Not Available","South Mountain Precinct","36173","Female","42","40s","Unknown","Unknown","Other","None","1"
"202200000886921","07/10/2022","2022","11:30","Sunday","412 Beat","Not Available","Phoenix","AZ","85009","South Mountain Precinct","36405","Male","Not Available","Not Available","White","Hispanic","Hispanic","None","1"
"202200001032640","07/10/2022","2022","11:54","Sunday","423 Beat","3XXX East Southern Avenue","Phoenix","AZ","85040","South Mountain Precinct","36156","Male","78","70s","White","Unknown","White","Criminal Felony","1"
"202200000886921","07/10/2022","2022","11:30","Sunday","412 Beat","Not Available","Phoenix","AZ","85009","South Mountain Precinct","36404","Female","29","20s","White","Hispanic","Hispanic","None","1"
"202200001033968","07/10/2022","2022","16:24","Sunday","931 Beat","2XXX West Thunderbird Road","Phoenix","AZ","85053","Cactus Park Precinct","36010","Male","19","<20","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202200001035031","07/10/2022","2022","20:50","Sunday","834 Beat","Not Available","Laveen","AZ","85339","Maryvale/Estrella Precinct","36148","Female","19","<20","White","Hispanic","Hispanic","None","1"
"202200001033881","07/10/2022","2022","16:15","Sunday","421 Beat","6XX West Chipman Road","Phoenix","AZ","85041","South Mountain Precinct","36154","Male","54","50s","Unknown","Hispanic","Hispanic","Criminal Felony","1"
"202200001031235","07/10/2022","2022","02:35","Sunday","512 Beat","6XX North 3rd Avenue","Phoenix","AZ","85003","Central City Precinct","37064","Male","39","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001033813","07/10/2022","2022","16:30","Sunday","722 Beat","2XXX North 28th Street","Phoenix","AZ","85008","Mountain View Precinct","36105","Female","33","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001032607","07/10/2022","2022","11:12","Sunday","413 Beat","Not Available","Not Available","Not Available","Not Available","South Mountain Precinct","36168","Female","29","20s","Unknown","Unknown","Other","Criminal Felony","1"
"202200001035031","07/10/2022","2022","20:50","Sunday","834 Beat","Not Available","Laveen","AZ","85339","Maryvale/Estrella Precinct","36145","Male","19","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001033199","07/10/2022","2022","13:30","Sunday","722 Beat","Not Available","Phoenix","AZ","85008","Mountain View Precinct","36204","Male","56","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001031634","07/10/2022","2022","04:17","Sunday","615 Beat","1XXX East Camelback Road","Phoenix","AZ","85014","Desert Horizon Precinct","36073","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001041094","07/11/2022","2022","23:20","Monday","725 Beat","2XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","33170","Male","28","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001041094","07/11/2022","2022","23:20","Monday","725 Beat","2XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","32143","Male","23","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001039721","07/11/2022","2022","17:40","Monday","922 Beat","3XXX West Purdue Avenue","Phoenix","AZ","85051","Cactus Park Precinct","35997","Female","29","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001039424","07/11/2022","2022","16:44","Monday","923 Beat","8XXX North 27th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36034","Male","24","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001039439","07/11/2022","2022","16:53","Monday","625 Beat","7XXX N 14th Pl","Phoenix","AZ","85020","Desert Horizon Precinct","35998","Female","33","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001040256","07/11/2022","2022","20:00","Monday","714 Beat","Not Available","Phoenix","AZ","85016","Mountain View Precinct","36207","Male","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001040256","07/11/2022","2022","20:00","Monday","714 Beat","Not Available","Phoenix","AZ","85016","Mountain View Precinct","36208","Male","27","20s","White","Non-Hispanic","White","None","1"
"202200001037268","07/11/2022","2022","11:53","Monday","423 Beat","1XXX East Encinas Lane","Phoenix","AZ","85040","South Mountain Precinct","36626","Male","15","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001037268","07/11/2022","2022","11:53","Monday","423 Beat","1XXX East Encinas Lane","Phoenix","AZ","85040","South Mountain Precinct","36625","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001035891","07/11/2022","2022","01:14","Monday","621 Beat","2XXX West Cactus Road","Phoenix","AZ","85029","Desert Horizon Precinct","36243","Male","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001045211","07/12/2022","2022","17:54","Tuesday","822 Beat","Not Available","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","36028","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202200000959710","07/12/2022","2022","16:54","Tuesday","921 Beat","3XXX West Northern Avenue","Phoenix","AZ","85021","Cactus Park Precinct","36321","Male","49","40s","Asian / Pacific Islander","Non-Hispanic","Other","Criminal Felony","1"
"202200001044862","07/12/2022","2022","16:51","Tuesday","821 Beat","2XXX North 67th Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36033","Male","32","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200000959710","07/12/2022","2022","16:54","Tuesday","921 Beat","3XXX West Northern Avenue","Phoenix","AZ","85021","Cactus Park Precinct","36858","Male","26","20s","Asian / Pacific Islander","Non-Hispanic","Other","Criminal Felony","1"
"202200001043430","07/12/2022","2022","14:08","Tuesday","713 Beat","3XXX East Thomas Road","Phoenix","AZ","85016","Mountain View Precinct","36051","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001045211","07/12/2022","2022","17:54","Tuesday","822 Beat","Not Available","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","36031","Male","16","<20","White","Hispanic","Hispanic","None","1"
"202200001045211","07/12/2022","2022","17:54","Tuesday","822 Beat","Not Available","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","36030","Male","17","<20","White","Hispanic","Hispanic","None","1"
"202200001043736","07/12/2022","2022","13:09","Tuesday","423 Beat","2XXX East Broadway Road","Phoenix","AZ","85040","South Mountain Precinct","36242","Male","58","50s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001045266","07/12/2022","2022","18:07","Tuesday","821 Beat","1XXX North 64th Drive","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36027","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001045858","07/12/2022","2022","21:51","Tuesday","911 Beat","4XXX North 27th Avenue","Phoenix","AZ","85017","Cactus Park Precinct","36035","Male","42","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001045211","07/12/2022","2022","17:54","Tuesday","822 Beat","Not Available","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","36029","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202200001049477","07/13/2022","2022","14:53","Wednesday","824 Beat","4XXX West Cheery Lynn Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36150","Male","Not Available","Not Available","White","Unknown","White","None","1"
"202200001021880","07/13/2022","2022","06:42","Wednesday","514 Beat","1XXX West Apache Street","Phoenix","AZ","85007","Central City Precinct","36277","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001049413","07/13/2022","2022","15:30","Wednesday","833 Beat","7XXX West Alta Vista Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","5499","Male","25","20s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202200001049522","07/13/2022","2022","15:10","Wednesday","721 Beat","2XXX East Coronado Road","Phoenix","AZ","85008","Mountain View Precinct","36216","Male","32","30s","White","Hispanic","Hispanic","None","1"
"202200001047745","07/13/2022","2022","08:24","Wednesday","832 Beat","6XXX West Van Buren Street","Phoenix","AZ","85043","Maryvale/Estrella Precinct","36734","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001048858","07/13/2022","2022","13:10","Wednesday","812 Beat","3XXX North 84th Lane","Phoenix","AZ","85037","Maryvale/Estrella Precinct","36205","Male","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001015968","07/13/2022","2022","01:21","Wednesday","914 Beat","3XXX West Glendale Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36038","Male","16","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001051832","07/13/2022","2022","23:26","Wednesday","831 Beat","3XXX South 79th Lane","Phoenix","AZ","85043","Maryvale/Estrella Precinct","36200","Male","20","20s","White","Hispanic","Hispanic","None","1"
"202200001015968","07/13/2022","2022","01:21","Wednesday","914 Beat","3XXX West Glendale Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36037","Male","13","<20","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202200001049863","07/13/2022","2022","15:40","Wednesday","934 Beat","2XXXX North 30th Avenue","Phoenix","AZ","85027","Cactus Park Precinct","36244","Male","34","30s","White","Non-Hispanic","White","None","1"
"202200001048858","07/13/2022","2022","13:10","Wednesday","812 Beat","3XXX North 84th Lane","Phoenix","AZ","85037","Maryvale/Estrella Precinct","36206","Female","42","40s","White","Non-Hispanic","White","None","1"
"202200001049413","07/13/2022","2022","15:30","Wednesday","833 Beat","7XXX West Alta Vista Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","36215","Male","19","<20","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202200001049522","07/13/2022","2022","15:10","Wednesday","721 Beat","2XXX East Coronado Road","Phoenix","AZ","85008","Mountain View Precinct","36217","Male","23","20s","White","Hispanic","Hispanic","None","1"
"202200001046639","07/13/2022","2022","00:40","Wednesday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","36123","Male","35","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001052412","07/14/2022","2022","04:15","Thursday","721 Beat","2XXX East Oak Street","Phoenix","AZ","85008","Mountain View Precinct","36233","Female","19","<20","White","Hispanic","Hispanic","None","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36688","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001055159","07/14/2022","2022","20:00","Thursday","735 Beat","1XXX East Thomas Road","Phoenix","AZ","85016","Mountain View Precinct","36240","Female","51","50s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001051381","07/14/2022","2022","00:15","Thursday","923 Beat","3XXX West Griswold Road","Phoenix","AZ","85051","Cactus Park Precinct","36083","Male","37","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001051832","07/14/2022","2022","15:02","Thursday","Maricopa","1XXX North 103rd Avenue","Avondale","AZ","85392","Out of City","36860","Male","18","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36685","Female","27","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36690","Male","37","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36689","Male","32","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36687","Male","31","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001051381","07/14/2022","2022","00:15","Thursday","923 Beat","3XXX West Griswold Road","Phoenix","AZ","85051","Cactus Park Precinct","36192","Male","25","20s","White","Hispanic","Hispanic","None","1"
"202200001054592","07/14/2022","2022","14:42","Thursday","413 Beat","3XXX West Parkway Drive","Phoenix","AZ","85041","South Mountain Precinct","36749","Male","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001056215","07/14/2022","2022","19:49","Thursday","513 Beat","6XX East Roosevelt Street","Phoenix","AZ","85006","Central City Precinct","36153","Male","47","40s","White","Hispanic","Hispanic","None","1"
"202200001051832","07/14/2022","2022","15:02","Thursday","Maricopa","1XXX North 103rd Avenue","Avondale","AZ","85392","Out of City","36861","Male","18","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001052616","07/14/2022","2022","06:11","Thursday","712 Beat","2XXX East Thomas Road","Phoenix","AZ","85016","Mountain View Precinct","36218","Male","65","60s","White","Non-Hispanic","White","None","1"
"202200001053889","07/14/2022","2022","12:00","Thursday","736 Beat","1XXX East Coronado Road","Phoenix","AZ","85006","Mountain View Precinct","36122","Male","33","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001056899","07/14/2022","2022","22:21","Thursday","632 Beat","1XXXX North 40th Way","Phoenix","AZ","85032","Desert Horizon Precinct","36250","Male","32","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202200001056732","07/14/2022","2022","21:52","Thursday","622 Beat","9XXX North Central Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","36247","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001052412","07/14/2022","2022","04:15","Thursday","721 Beat","2XXX East Oak Street","Phoenix","AZ","85008","Mountain View Precinct","36232","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202200001047326","07/14/2022","2022","01:33","Thursday","825 Beat","Not Available","Phoenix","AZ","85017","Maryvale/Estrella Precinct","35293","Male","30","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001051381","07/14/2022","2022","00:15","Thursday","923 Beat","3XXX West Griswold Road","Phoenix","AZ","85051","Cactus Park Precinct","22483","Male","32","30s","White","Hispanic","Hispanic","None","1"
"202200001056899","07/14/2022","2022","22:21","Thursday","632 Beat","1XXXX North 40th Way","Phoenix","AZ","85032","Desert Horizon Precinct","36249","Female","39","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202200001056165","07/14/2022","2022","20:08","Thursday","921 Beat","7XXX North 34th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36686","Male","30","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001057405","07/15/2022","2022","01:07","Friday","815 Beat","Not Available","Phoenix","AZ","85035","Maryvale/Estrella Precinct","36537","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001042724","07/15/2022","2022","04:02","Friday","623 Beat","2XXX West Butler Drive","Phoenix","AZ","85051","Desert Horizon Precinct","36606","Male","21","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200000476962","07/15/2022","2022","16:15","Friday","511 Beat","1XXX North Central Avenue","Goodyear","AZ","85338","Central City Precinct","36849","Female","23","20s","White","Hispanic","Hispanic","None","1"
"202200001061295","07/15/2022","2022","19:13","Friday","614 Beat","1XXX West Missouri Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36702","Female","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001057413","07/15/2022","2022","01:36","Friday","833 Beat","Not Available","Phoenix","AZ","85339","Maryvale/Estrella Precinct","36214","Male","18","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001042724","07/15/2022","2022","04:02","Friday","623 Beat","2XXX West Butler Drive","Phoenix","AZ","85051","Desert Horizon Precinct","36608","Female","55","50s","White","Non-Hispanic","White","None","1"
"202200000476962","07/15/2022","2022","16:15","Friday","511 Beat","1XXX North Central Avenue","Goodyear","AZ","85338","Central City Precinct","36848","Female","17","<20","White","Hispanic","Hispanic","None","1"
"202200000476962","07/15/2022","2022","16:15","Friday","511 Beat","1XXX North Central Avenue","Goodyear","AZ","85338","Central City Precinct","36847","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
